6.3332,2.7587,-4.6173,31.88,26.473,38.311,47.494,-12.3,34.706,5.3549,-8.6276,12.241,4.1144,-12.555,9.413,-12.448,6.8806,13.784,-6.9517
20.014,7.8727,6.2472,30.583,12.347,50.452,48.274,-8.316,22.591,11.062,-13.229,16.738,3.819,-6.4717,15.864,-11.884,7.7999,12.324,-6.7654
27.473,17.544,27.493,43.287,12.735,37.89,51.47,-13.841,20.771,4.6461,-7.6842,15.724,10.51,-14.541,11.074,-12.875,7.7824,12.789,-6.5315
37.736,13.16,4.219,43.478,9.441,61.203,42.212,-11.224,31.556,7.7933,-12.305,15.476,5.9544,-13.903,8.6259,-13.039,9.2003,11.944,-8.4439
18.767,10.021,1.3518,25.708,8.7162,43.262,38.477,-14.639,17.556,7.7756,-10.955,7.7509,9.1469,-11.48,10.863,-10.704,9.183,14.737,-8.5104
34.791,14.073,0.13373,36.107,5.1236,50.337,47.917,-18.465,31.426,9.0295,-11.823,9.3291,10.157,-13.528,15.113,-13.821,4.5372,14.046,-7.5179
45.874,24.05,-21.809,40.686,15.471,42.235,39.345,-7.96,21.071,7.1204,-8.4134,18.194,7.6962,-14.003,12.672,-12.737,7.7367,14.648,-6.7156
-0.71478,25.207,1.7914,37.165,-2.7238,38.814,33.311,-12.861,27.849,6.9874,-10.949,19.091,6.3275,-13.72,11.659,-11.071,5.7472,12.655,-7.9085
23.314,11.437,-5.4094,29.799,7.6885,32.343,45.743,-12.022,23.542,2.7467,-14.286,12.807,4.9151,-15.089,14.093,-16.118,8.7051,11.261,-8.2035
25.817,11.578,2.0935,25.752,11.407,50.186,30.558,-1.2123,24.436,4.0464,-7.2364,9.4676,9.0789,-13.084,11.763,-13.072,6.3222,10.633,-6.3708
34.125,16.039,0.91822,40.639,2.3879,39.759,46.598,-9.5396,28.425,6.6285,1.1162,11.292,3.523,-10.474,13.725,-12.225,7.8371,12.398,-8.4091
1.8924,19.67,-4.7199,41.422,-0.30512,48.408,44.64,-10.765,22.915,12.053,-7.2808,11.644,6.8603,-10.358,9.5659,-16.613,8.1802,13.735,-6.4405
11.686,7.9855,6.0568,18.798,9.3062,48.829,46.027,-0.89731,29.888,8.8524,-5.8325,17.953,10.667,-15.133,14.102,-14.341,8.4412,14.525,-8.2555
17.452,9.3423,-11.087,25.762,2.3572,46.59,51.381,-17.3,27.116,12.58,-7.2553,13.352,8.0012,-17.619,12.715,-10.8,9.1643,11.251,-6.2455
26.048,10.031,-7.01,31.023,10.333,40.943,55.657,-3.7253,19.47,13.914,-9.3586,14.512,8.6781,-12.673,8.7258,-12.739,5.1013,11.521,-8.5641
-1.3811,18.066,-8.251,51.44,22.59,48.402,43.074,-12.455,24.18,9.0931,-7.3439,12.952,11.987,-12.639,14.956,-12.861,8.0685,11.304,-8.3377
8.0799,2.7266,-4.5858,35.567,8.2531,59.829,50.374,-13.048,16.19,-0.38511,-6.5312,14.683,3.9207,-15.892,12.589,-12.859,6.1676,13.336,-7.697
16.192,57.099,-1.2654,20.988,14.546,50.955,52.431,-11.346,25.653,4.6658,-8.7938,12.425,6.5495,-12.397,11.809,-12.764,7.5458,12.486,-7.6589
12.402,20.155,-1.3759,48.359,3.6814,44.585,52.723,5.2133,27.09,5.8285,-13.09,9.142,6.4185,-15.632,13.194,-11.155,8.0095,13.627,-7.1904
19.453,8.6511,-13.037,33.595,0.57285,45.432,52.969,-10.067,28.821,-2.1165,-9.6296,15.432,12.969,-7.88,10.943,-12.243,8.0209,12.381,-7.3213
